_id,section,rules[0],rules[1],rules[2],rules[3],rules[4],rules[5],rules[6],rules[7],rules[8],rules[9],rules[10],rules[11],rules[12],rules[13],rules[14],rules[15],rules[16],rules[17],rules[18],rules[19],rules[20],rules[21],rules[22],rules[23],rules[24],rules[25],rules[26],rules[27],rules[28],rules[29],rules[30],rules[31],rules[32],rules[33],rules[34],rules[35],rules[36],rules[37],page_number,source
68dd20d7212869e0f7e304b0,"when driving motor vehicles used for the construction, maintenance or","cleaning of roads and road facilities, where front-mounted attachments",permanently impair the function of the emergency braking assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,road_traffic_rules.pdf
68dd20d7212869e0f7e304b1,system and the driver cannot restore the functionality of the emergency,"braking assistance system due to these attachments,","1a. when driving police, fire service, civil protection and rescue service vehicles","which, due to attachments, have a projection beyond the front of the cab",which permanently impairs the function of the emergency braking,assistance system and the driver cannot restore the functionality of the,emergency braking assistance system due to these attachments and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,road_traffic_rules.pdf
68dd20d7212869e0f7e304b2,while driving a vehicle within the meaning of Section 1a Paragraph 4 of the,Road Traffic Act.,3 Sentence 2 numbers 1 and 1a also apply during journeys which are not for the,intended use.,"(2) Anyone driving a vehicle must take the vehicle, train or combination out of traffic by",the shortest route if defects that occur en route and which significantly impair road,"safety are not remedied immediately; However, motorcycles and bicycles may then be",pushed.,(3) 1 Anyone riding a bicycle or motorcycle may not attach themselves to any,vehicle. 2 Riding without holding the handlebars is not permitted. 3 Feet may only be,removed from the pedals or footrests when road conditions so require.,(4) 1 Anyone driving a motor vehicle shall not cover or conceal their face in such a way,that they are no longer recognizable. 2 This shall not apply in cases covered by,"Section 21a, Paragraph 2, Sentence 1.",24 Special means of transport,"(1) 1 Pushchairs and wheelchairs with handrails, toboggans, strollers, scooters,","children's bicycles, inline skates, roller skates, and similar non-motorized means of",transport are not vehicles within the meaning of this Ordinance. 2 The provisions,for pedestrian traffic apply mutatis mutandis to the use of these means of transport.,(2) Wheelchairs or wheelchairs other than those referred to in paragraph 1 may be used,"where pedestrian traffic is permitted, but only at walking pace.",25 Pedestrians,1 Pedestrians must use the sidewalks. 2 Walking on the roadway is permitted only if the,"road has neither a sidewalk nor a shoulder. 3 If the road is used, within built-up areas",,,,,,,,,,,,,,,,25,road_traffic_rules.pdf
68dd20d7212869e0f7e304b3,"you must walk on the right or left edge of the road; Outside built-up areas, riders must","walk on the left side of the road if this is reasonable. 4 In the dark, in poor visibility, or","when traffic conditions require it, riders must walk one behind the other.",(2) 1 Anyone on foot carrying a vehicle or bulky objects must use the carriageway if other,pedestrians would be significantly obstructed on the sidewalk or verge . If pedestrians,"carrying vehicles use the roadway, they must walk on the right-hand side of the","road; Before turning left, you are not allowed to move to the left lane.",(3) 1 Pedestrians shall cross carriageways quickly and in a short distance perpendicular,"to the direction of travel, taking account of vehicle traffic. 2 If traffic density, speed,","visibility conditions or the flow of traffic so require, carriageways may only be crossed at","intersections or junctions, at traffic lights within the markings, at pedestrian crossing",aids or on pedestrian crossings (sign 293 ). 3 When crossing the carriageway at,"intersections or junctions, pedestrian crossings or markings at traffic lights provided",there must always be used.,"(4) 1 Pedestrians shall not cross barriers, such as railings made of poles or",chains. 2 Barriers (sign 600 ) prohibit entry into the closed road area.,(5) Tracks which do not simultaneously serve other public road traffic may only be,entered at designated points.,26 Pedestrian crossings,"1 At pedestrian crossings, vehicles, with the exception of rail vehicles, must allow",pedestrians and people using wheelchairs or scooters who clearly intend to use the,crossing to cross the carriageway. 2 Then they may only approach at moderate speed; if,"necessary, they have to wait.","(2) If traffic is at a standstill, vehicles shall not enter the crossing if they would have to",wait there.,(3) Overtaking is not permitted at crossings.,"(4) If the marking crosses a cycle path or another part of the road, these provisions shall",apply accordingly.,27 Associations,(1) 1 The traffic rules and regulations applicable to all road traffic apply mutatis,mutandis to closed groups. 2 More than 15 cyclists may form a closed group. 3 In such a,"group, they may ride two abreast on the roadway. 4 Groups of children and young",people on foot must use the sidewalks wherever possible.,,,,,,,26,road_traffic_rules.pdf
68dd20d7212869e0f7e304b4,"(2) Closed formations, funeral processions and processions must, if their length so","requires, leave spaces free for other traffic at appropriate intervals; at other points it",may not be interrupted.,(3) 1 A convoy is considered closed if it is clearly recognizable as such by other road,"users. 2 In the case of motor vehicle convoys, each individual vehicle must be marked",as belonging to the convoy.,"(4) 1 The lateral boundaries of units mounted or marching on foot must, where","necessary (Section 17 (1)), be marked at least to the front by non-dazzling white lights",and to the rear by red or flashing yellow lights. 2 If such a unit is divided into several,"clearly separated sections, each section must be secured in this way. 3 Units do not",require their own lighting if they are otherwise adequately lit.,(5) Any person who manages an association shall ensure that the rules applicable to,closed associations are observed.,(6) Marching in step is not permitted on bridges.,28 Animals,(1) 1 Domestic animals and farm animals that could endanger traffic must be kept off,the road. 2 They are only permitted there if accompanied by suitable persons who can,adequately control them. 3 It is prohibited to lead animals from motor vehicles. 4 Only,dogs may be led from bicycles.,"(2) 1 Anyone riding a horse, driving horses or cattle, or driving cattle is subject, mutatis","mutandis, to the traffic rules and regulations applicable to all road traffic. 2 The",following lighting must be used as a minimum:,,,,,,,,,,,,,,,,,,27,road_traffic_rules.pdf
68dd20d7212869e0f7e304b5,"When driving cattle, a non-dazzling lamp with white light at the front and a","lamp with red light at the end,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,road_traffic_rules.pdf
68dd20d7212869e0f7e304b6,"When leading even a large animal or livestock, a non-dazzling lamp with white","light must be carried on the left side, clearly visible to the front and rear.",29 Excessive road use,(1) (deleted),"(2) 1 Events for which roads are used more than usual, in particular motor racing,",require a permit. 2 This is the case when the use of the road for traffic is restricted due,to the number or behaviour of the participants or the driving style of the vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,road_traffic_rules.pdf
68dd20d7212869e0f7e304b7,involved; Motor vehicles in a closed convoy always use the road more than,usual. 3 Organizers must ensure that traffic regulations and any applicable conditions,and requirements are observed.,(3) 1 A permit shall be required for the operation of vehicles and trains whose,"dimensions, axle loads, or total masses actually exceed the generally permitted",limits. 2 This also applies to the operation of vehicles whose design does not provide the,driver with a sufficient field of vision.,"30 Environmental protection, Sunday and public holiday driving ban","using vehicles. 2 In particular, it is prohibited to run vehicle engines unnecessarily and",to close vehicle doors with excessive noise. 3 Unnecessary driving back and forth is,prohibited within built-up areas if it causes a nuisance to others.,(2) Events involving motor vehicles require permission if they may disturb the peace at,night.,"(3) 1 On Sundays and public holidays, between midnight and 10 p.m., heavy goods",vehicles with a maximum permissible mass exceeding 7.5 tonnes and trailers behind,"heavy goods vehicles may not be driven for the commercial or paid transport of goods,",including associated empty runs. 2 This prohibition does not apply to,,,,,,,,,,,,,,,,,,,,,,,28,road_traffic_rules.pdf
68dd20d7212869e0f7e304b8,combined rail-road freight transport from the consignor to the nearest,suitable loading station or from the nearest suitable unloading station to the,"consignee, but only up to a distance of 200 km,",1a. combined port-road freight transport between the loading or unloading point,and a port located within a radius of no more than 150 kilometres (delivery,"or collection),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,road_traffic_rules.pdf
68dd20d7212869e0f7e304b9,the transport of,"a) fresh milk and fresh dairy products,","b) fresh meat and fresh meat products,","c) fresh fish, live fish and fresh fish products,","d) perishable fruit and vegetables,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,road_traffic_rules.pdf
68dd20d7212869e0f7e304ba,3. the transport of Category 1 material as defined in Article 8 and Category 2,material as defined in Article 9(f)(i) of Regulation (EC) No 1069/2009 of the,European Parliament and of the Council of 21 October 2009 laying down,health rules as regards animal by-products not intended for human,consumption and repealing Regulation (EC) No 1774/2002 (Animal by-,"products Regulation) ( OJ L 300, 14.11.2009, p. 1 ; L 348, 4.12.2014, p. 31),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,road_traffic_rules.pdf
68dd20d7212869e0f7e304bb,"the use of recovery, towing and breakdown vehicles in the event of an","accident or other emergency,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,road_traffic_rules.pdf
68dd20d7212869e0f7e304bc,"Journeys with vehicles that are used under the Federal Benefits Act, whereby",the benefit notice must be carried and handed over to the responsible,"persons for inspection upon request,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,road_traffic_rules.pdf
68dd20d7212869e0f7e304bd,the Bundeswehr and the commercial transport companies commissioned,"by it in the event of military requirements,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,road_traffic_rules.pdf
68dd20d7212869e0f7e304be,"the troops of the North Atlantic Treaty Parties, the Member States of the","European Union and other allied armed forces, as well as the commercial",transport service companies commissioned by the respective troops in the,event of military requirements.,(4) Public holidays within the meaning of paragraph 3 are,New Year;,Good Friday;,Easter Monday;,Labor Day (May 1);,Ascension of Christ;,Whit Monday;,"Corpus Christi, but only in Baden-Württemberg, Bavaria, Hesse, North Rhine-","Westphalia, Rhineland-Palatinate and Saarland;",German Unity Day (October 3);,,,,,,,,,,,,,,,,,,,,,,,,,,29,road_traffic_rules.pdf
68dd20d7212869e0f7e304bf,"Reformation Day (31 October) in Brandenburg, Bremen, Hamburg, Mecklenburg-","Western Pomerania, Lower Saxony, Saxony, Saxony-Anhalt, Schleswig-Holstein and",Thuringia;,"All Saints’ Day (November 1), but only in Baden-Württemberg, Bavaria, North Rhine-","Westphalia, Rhineland-Palatinate and Saarland;",1st and 2nd Christmas Day.,31 Sports and Games,"(1) 1 Sports and games are prohibited on the carriageway, verges, and cycle",paths. 2 Sentence 1 shall not apply if indicated by an additional sign identifying the,permitted sport or game.,(2) 1 The additional symbol,Inline skating and roller skating are permitted. 2 The additional sign may also be,displayed alone. 3 Anyone using inline skates or roller skates must move with extreme,"caution and with particular consideration for other traffic, keeping to the right-hand side","in the direction of travel, and allow vehicles to overtake.",32 Traffic obstacles,1 It is prohibited to soil or wet the road or to bring or leave objects on the road if doing,so could endanger or impede traffic. 2 Anyone responsible for such traffic violations,"must remedy them immediately and, until then, adequately mark them. 3 Traffic","obstructions must, where necessary ( Section 17 (1)), be illuminated with their own light",source or marked by other approved lighting devices.,"(2) Scythes, mowing blades or similar dangerous equipment must be effectively",covered.,33 Traffic disruptions,(1) 1It is prohibited,,,,,,,,,,,,,,,30,road_traffic_rules.pdf
68dd20d7212869e0f7e304c0,"outside built-up areas, any advertising and propaganda by image, writing,","light or sound,",if this could distract or inconvenience road users in a way that endangers or,complicates traffic. 2 Traffic outside built-up areas may also not be disrupted in this way,by advertising and propaganda within built-up areas.,(2) 1 Devices that resemble signs or traffic devices (Sections 36 to 43 in conjunction,"with Annexes 1 to 4), could be confused with them, or could impair their effectiveness,",may not be installed or otherwise used where they could affect traffic. 2 Advertising and,propaganda in connection with traffic signs and traffic devices are prohibited.,"(3) Exempted from the prohibitions in paragraph 1, sentence 1, number 3, and","paragraph 2, sentence 2, are references to services that directly serve the needs of road",users on the federal motorways in the information signage for ancillary businesses on,the federal motorways and for truck stops.,34 Accident,"(1) After a traffic accident, anyone involved shall",,,,,,,,,,,,,,,,,,,,,,,,,31,road_traffic_rules.pdf
68dd20d7212869e0f7e304c1,other participants and injured parties present at the scene of the accident,a) to state that you were involved in the accident and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,road_traffic_rules.pdf
68dd20d7212869e0f7e304c2,"b) to provide your name and address upon request, to show your driving",licence and vehicle registration document and to provide information,"about your liability insurance to the best of your knowledge,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,road_traffic_rules.pdf
68dd20d7212869e0f7e304c3,"a) to remain at the scene of the accident until the person, vehicle and",nature of the involvement have been identified by his or her own,"presence, for the benefit of the other parties involved and injured","parties, or",b) to wait a time appropriate to the circumstances and to leave one's,name and address at the scene of the accident if no one was prepared,"to make the determination,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,road_traffic_rules.pdf
68dd20d7212869e0f7e304c4,1 to allow for immediate subsequent identification if one has left the scene of,"the accident, provided an excuse, or has left the scene of the accident after","the waiting period (number 6(b) has expired). 2 To this end , one must at least",inform the authorized persons (number 6(a)) or a nearby police station that,"one was involved in the accident, provide one's address, whereabouts, and","the registration number and location of the vehicle involved, and keep the",vehicle available for immediate identification for a reasonable period of time.,"(2) Any person whose conduct may, under the circumstances, have contributed to the",accident is considered to be involved in a traffic accident.,(3) Traces of an accident may not be removed before the necessary findings have been,made.,35 Special rights,(1) The Federal Armed Forces and the commercial transport companies commissioned,"by them, the Federal Police, the Fire Service, the Civil Protection Service, the Police and",the Customs Service shall be exempt from the provisions of this Regulation to the,extent that this is urgently required for the performance of sovereign tasks.,"(1a) Paragraph 1 shall apply mutatis mutandis to foreign officials who, under","international agreements, are entitled to pursue or observe persons in the country.","(2) However, these organisations shall also require permission under the conditions laid","down in paragraph 1,",,,,,,,,,,,,,,,,,,,,32,road_traffic_rules.pdf
68dd20d8212869e0f7e304c5,"2. in addition, for any other excessive use of the road with the exception of that","referred to in Section 29, Paragraph 3, Sentence 2.","(3) In addition to paragraph 2, the Bundeswehr is also authorized to make excessive use","of roads, provided that agreements have been made.",(4) 1 The restrictions on special rights imposed by paragraphs 2 and 3 shall not apply to,"operations in the event of accidents, disasters, and disruptions to public safety or order,","nor in the cases covered by Articles 91 and 87a , paragraph 4, of the Basic Law, nor in a",state of defense or in a state of tension. 2 Sentence 1 shall also apply to the,Bundeswehr and the commercial transport companies commissioned by it in the event,of a crisis.,"(5) The troops of the States Parties to the North Atlantic Treaty Organisation, the","Member States of the European Union and other allied armed forces, as well as the","commercial transport service companies contracted by the respective troops, shall be",exempt from the provisions of this Regulation in the event of urgent military,"requirements; from the provisions of Section 29 , however, only to the extent that",special regulations or other agreements exist for these troops and these transport,service companies.,(5a) Emergency service vehicles shall be exempt from the provisions of this Regulation if,extreme urgency is required to save human life or to prevent serious damage to health.,"(6) 1 Vehicles used for the construction, maintenance or cleaning of roads and road",installations or for refuse collection and marked with white-red-white warning devices,may drive and stop on all roads and road sections and on either side of the road in any,"direction at any time, provided their use so requires, but for the cleaning of pavements",only if their permissible total mass does not exceed 2.8 t. 2 The same applies to vehicles,used for the cleaning of pavements whose permissible total mass does not exceed 3.5 t,and whose tyre pressure does not exceed 3 bar. 3 Care must be taken to ensure that no,damage can occur to the pavements or the utility lines beneath,them. 4 Persons employed for this purpose or who have to supervise roads or the,installations located therein must wear conspicuous warning clothing when working,outside pavements and barriers.,"(7) Measuring vehicles of the Federal Network Agency for Electricity, Gas,","Telecommunications, Post and Railway (Section 1 of the Federal Network Agency Act)","may drive and stop on all roads and parts of roads at all times, provided that their",official duties so require.,(7a) 1 Vehicles of undertakings providing universal services in accordance with Section,17(1) of the Postal Services Act or vehicles of undertakings providing these universal,"services on their behalf (subcontractors) may, by way of derogation from Annex",,,33,road_traffic_rules.pdf
68dd20d8212869e0f7e304c6,"2, Number 21 (sign 242.1 ), also use pedestrian zones outside the times designated by","additional signs for residents and delivery traffic, insofar as this is necessary for the",timely emptying of letter boxes or for the collection of letters in universal service,branches in accordance with Section 17(1) of the Postal Services Act or stations,replacing these in accordance with Section 17(2) of the Postal Services,"Act. 2 Furthermore, by way of derogation from Section 12 Paragraph 4 Sentence 1","and Annex 2 Numbers 62 (sign 283 ), 63 (sign 286 ) and 64 (sign 290.1 ), the vehicles",referred to in Sentence 1 may also park briefly in a second row on the carriageway,"within a radius of 10 metres in front of or behind a letterbox, provided that this is",necessary for the purpose of emptying letterboxes due to a lack of other suitable,parking facilities in this area. 3 Sentences 1 and 2 shall only apply if proof of provision of,"the universal service or, in addition, proof of commissioning as a subcontractor is",displayed or attached in a clearly visible manner in the vehicle at all,"times. 4 Paragraph 2, paragraph 3, in conjunction with Annex 3, point 7, of the",Regulation on the labelling of motor vehicles with a low contribution to pollutant,"emissions of 10 October 2006 ( Federal Law Gazette I, p. 2218 ), as amended by Article","1 of the Regulation of 5 December 2007 ( Federal Law Gazette I, p. 2793 ), shall not",apply to the vehicles referred to in the first sentence.,(8) The special rights may only be exercised with due regard for public safety and order.,(9) Anyone driving an emergency vehicle of the authorities and organisations with,security tasks (BOS) without a passenger and who is authorised to use the BOS radio,"may, without prejudice to paragraphs 1 and 5a, pick up and hold a radio device or the","handset of a radio device, in derogation from Section 23 paragraph 1a.",II.,Signs and traffic facilities ( 36 - 43 ),36 Signals and instructions of police officers,(1) 1 The signals and instructions of police officers must be observed. 2 They take,"precedence over all other orders and other rules, but do not release road users from",their duty of care.,(2) At intersections:,,,,,,,,,,34,road_traffic_rules.pdf
68dd20d8212869e0f7e304c7,"1 Extending one or both arms sideways across the direction of travel: ""Stop","before the intersection."" 2 Cross traffic is permitted. 3 If this signal is given, it",remains in effect as long as the signal is waved in the same direction or the,basic position is maintained. 4 The permitted traffic may turn left according to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,road_traffic_rules.pdf
68dd20d8212869e0f7e304c8,Raising one arm:,"""Wait for the next sign before the intersection"",","for road users in the intersection: ""Clear intersection"".",(3) These signs may be supplemented or modified by instructions.,"(4) At other points on the road, such as junctions and pedestrian crossings, the signs",shall have the same meaning.,"(5) 1 Police officers may stop road users for traffic checks, including checking their","fitness to drive, and for traffic surveys. 2 The signal to stop may also be given by suitable","technical devices on the emergency vehicle, a traffic signal, or a red",light. 3 These signals may also be used to stop a road user ahead. 4 Road users must,follow the instructions of police officers.,36a Signs and instructions for transport escorts with authority to give orders,The signals and instructions of a transport escort pursuant to Section 3 Paragraph 1,"Number 2 of the Road Transport Escort Regulations, which they issue in accordance","with Section 36 Paragraphs 1 to 4, must be followed.2SignalsParagraphs 1 to 4 must be",followed. 2 Signals and instructions from the police take precedence over the signals,and instructions of a transport escort.,"37 Alternating light signals, permanent light signals and green arrows",(1) 1 Traffic lights take precedence over priority rules and traffic signs regulating,priority. 2 A person driving a vehicle shall not stop within 10 metres of a traffic light if it,obscures the light.,(2) 1 Alternating light signals have the color sequence green - yellow - red - red and,"yellow (simultaneously) - green. 2 Red is at the top, yellow in the middle, and green at",the bottom.,,,,,,,,,,,,,,,,35,road_traffic_rules.pdf
68dd20d8212869e0f7e304c9,1.,"Green: ""Traffic is open."" 2 Turns may be made according to the rules of","Section 9 , but only to the left if they do not obstruct rail","vehicles. 3 Green arrow: ""Traffic is open only in the direction of the","arrow."" 4 A green arrow to the left of the intersection indicates that oncoming",traffic is stopped by a red light and that anyone turning left can enter and,clear the intersection unhindered in the direction of the green,"arrow. 5 Yellow indicates: ""Wait for the next signal before the","intersection."" 6 None of these signs relieves the driver of the duty of","care. 7 Red indicates: ""Stop before the intersection."" 8 After stopping, turning",right is permitted even at a red light if a sign with a green arrow on a black,background (green arrow) is displayed to the right of the red,light. 9 This sign restricts the green arrow to bicycle traffic. 10 Drivers may,only turn from the right-hand lane. 11 Provided that cyclists are required to,"observe traffic lights, cyclists may also turn from a cycle lane on the right-","hand side of the carriageway or from non-separated, structurally designed","cycle paths alongside the road. 12 When doing so , cyclists must behave in","such a way as to exclude any obstruction or danger to other road users, in",particular pedestrians and vehicles moving in the permitted direction of,"travel. 13 A black arrow on red indicates stopping, while a black arrow on",yellow indicates waiting only in the indicated direction. 14 A single-field signal,head with a green arrow indicates that when the signal is red for the straight-,"ahead direction, a right turn is permitted.",,,,,,,,,,,,,,,,,36,road_traffic_rules.pdf
68dd20d8212869e0f7e304ca,"2. At other road locations, such as intersections and pedestrian markings, the",traffic lights have the same meaning.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,road_traffic_rules.pdf
68dd20d8212869e0f7e304cb,1 A separate traffic light signal may be given for each of several marked lanes,"(signs 295 , 296 , or 340 ). 2 For railways, special signals may be given, even in",different phases; This also applies to buses used for scheduled services and,to vehicles used for school transport and for the disabled which must be,"marked with the school bus sign in accordance with passenger transport law,",if they use a traffic area kept free from other traffic; This also applies to,"ambulances, bicycles, taxis and buses in occasional traffic, provided that",they are also permitted there by additional signs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,road_traffic_rules.pdf
68dd20d8212869e0f7e304cc,"1 If the traffic lights apply only to pedestrians or cyclists, this is indicated by","the symbol ""pedestrian"" or ""cyclist."" 2 For pedestrians the colour sequence is","green-red-green; For cyclists, it can be like this. 3 If the light changes to red","while pedestrians are crossing the roadway, they must continue on their way",promptly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,road_traffic_rules.pdf
68dd20d8212869e0f7e304cd,1 Anyone riding a bicycle must observe the traffic lights for motor,"vehicles. 2 Exceptionally , on cycle paths, the special traffic lights for cyclists",must be observed. 3 At traffic lights with cycle paths without special traffic,"lights for cyclists, cyclists must continue to observe the traffic lights for","pedestrians until December 31, 2016, if a cyclist crossing borders a",pedestrian crossing.,(3) 1 Permanent light signals above a lane close it or open it for traffic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,road_traffic_rules.pdf
68dd20d8212869e0f7e304ce,2 Red crossed diagonal bars arrange:,"""The lane may not be used.""",3 A green downward arrow means:,"""Traffic in the lane is open.""",4 A yellow flashing arrow pointing diagonally downwards indicates:,"""Change lanes in the direction of the arrow.""","(4) Where traffic lights regulate traffic, vehicles may drive side by side, even if the traffic",density does not justify this.,(5) A person driving a vehicle shall not stop in lanes with permanent light signals.,38 Blue flashing light and yellow flashing light,1 Blue flashing lights may only be used in conjunction with the emergency horn when,"extreme urgency is required to save human life or to prevent serious damage to health,","to avert a threat to public safety or order, to pursue fleeing persons or to preserve",significant material assets.,2 It orders:,"""All other road users must immediately make way.""",(2) Blue flashing lights alone may only be used by vehicles equipped with them and only,"for warning purposes at accident or other emergency sites, during emergency",operations or when escorting vehicles or closed formations.,(3) 1 Yellow flashing lights warn of hazards. 2 It may be used stationary or from,"vehicles. 3 Use from vehicles is permitted only to warn of work or accident sites, of","unusually slow-moving vehicles, or of vehicles of unusual width or length, or of vehicles",with unusually wide or long loads.,39 Traffic signs,(1) In view of the obligation incumbent upon all road users to observe the general and,"specific rules of conduct contained in this Regulation on their own responsibility, local",instructions shall be given by means of traffic signs only where this is absolutely,necessary due to the special circumstances.,"(1a) Within built-up areas, away from priority roads (sign 306 ), 30 km/h zones",(sign 274.1 ) are to be expected.,,,,,,,,,,38,road_traffic_rules.pdf
68dd20d8212869e0f7e304cf,"(1b) Within built-up areas, bicycle zones ( sign 244.3 ) are to be expected away from",priority roads (sign 306 ) .,(2) 1 Regulations by traffic signs take precedence over general traffic rules. 2 Traffic,"signs include danger signs, regulatory signs, and directional signs. 3 As signs, they are","generally located on the right. 4 If they apply only to individual marked lanes, they are",generally located above them.,(3) 1 Supplementary signs are also traffic signs. 2 Supplementary signs display black,"symbols, drawings, or inscriptions on a white background with a black border, unless","otherwise specified. 3 They are placed directly below, and usually below, the traffic sign",to which they refer.,"may be mounted on a white support plate. 2 Notwithstanding the traffic signs shown,",the white areas of variable message signs may be black and the black symbols and,black border may be white if these signs are produced solely by illumination.,(5) 1 Markings and cycle guidance markings are also traffic signs. 2 They are generally,white. 3 They are yellow only as temporary markings; then they cancel the white,"markings. 4 Yellow markings can also be in the form of rows of marker buttons, rows of","illuminated marker buttons, or as guide bumps or curbs. 5 Rows of illuminated",buttons are only valid when they are switched on. 6 All lines can be replaced by evenly,"spaced rows of marker buttons. 7 In traffic-calmed commercial areas ( Section 45 (1d)),","carriageway markings can also be created using other means, in particular by paving",lines. 8 Written characters and the reproduction of traffic signs on the carriageway serve,to indicate an installed traffic sign.,(6) 1 Traffic signs may be affixed to a vehicle. 2 They also apply while the vehicle is,moving. 3 They take precedence over the instructions of fixed traffic signs.,(7) If symbols are shown on traffic signs other than those shown in Annexes 1 to 3 to,"Sections 40 to 42 , the symbols shall mean:",,,,,,,,,,,,,,39,road_traffic_rules.pdf
68dd20d8212869e0f7e304d0,Single-seater two-wheeled mopeds,with electric drive that automatically limits itself to a,design speed of not,more than 25 km/h,- E-bikes -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,road_traffic_rules.pdf
68dd20d8212869e0f7e304d1,"(8) In special danger situations, the symbols ""cattle drive"" and ""rider"" and symbols with",the following meaning may also be used as danger signs in accordance with Annex 1 :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,road_traffic_rules.pdf
68dd20d8212869e0f7e304d2,(9) 1 The traffic signs and traffic installations shown in Annexes 1 to 4 may also be,arranged in the variants shown in the traffic sign catalogue. 2 The traffic sign catalogue,is published by the Federal Ministry of Transport and Digital Infrastructure in the,Verkehrsblatt (Transport Gazette).,"(10) 1 To give priority to electrically powered vehicles, the symbol",may be included as part of a supplementary sign. 2 To support the,"provision of parking spaces for electrically powered vehicles, the symbol may also be",applied to the parking space. 3 Electrically powered vehicles are those vehicles marked,"in accordance with Section 11, paragraphs 2 and 4, in conjunction with paragraph 5, of",the Vehicle Licensing Ordinance.,"(11) 1 For the purpose of giving priority to parking for car-sharing vehicles, the symbol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,road_traffic_rules.pdf
68dd20d8212869e0f7e304d3,be arranged as the content of a supplementary sign to sign 314 or 315. 2 Car sharing,vehicles are vehicles within the meaning of Section 2 No. 1 and Section 4 Paragraphs 1,and 2 of the Car Sharing Act in which the sticker,must be clearly visible on the inside of the windscreen.,40 Danger signs,"(1) Danger signs warn of increased attention, in particular to reduce speed in view of a",dangerous situation (Section 3 (1)).,"(2) 1 Outside built-up areas, they are generally located 150 to 250 m from the danger","points. 2 If the distance is considerably shorter, it may be indicated on a supplementary","sign, such as","(3) Within built-up areas, they are generally located just before the danger point.",(4) A supplementary symbol such as,can indicate the length of the danger zone.,"(5) If a danger sign is located before a junction, a black arrow on a supplementary sign",shall point in the direction of the danger point if this is located on the other road.,"(6) General danger signs are set out in Annex 1, Section 1.",,,,,,,,,,,,,,,,,,,,,,,,45,road_traffic_rules.pdf
68dd20d8212869e0f7e304d4,(7) Special danger signs for crossings of railways with priority are set out in Annex,"1, Section 2.",41 Regulatory signs,(1) Anyone taking part in traffic must comply with the orders or prohibitions indicated by,the regulatory signs in accordance with Annex 2 .,"(2) 1 Regulatory signs shall be located, subject to sentence 2, where or from where the","order is to be obeyed. 2 Where, for reasons of ease or safety of traffic, the signs are","located at a specific distance from the start of the obligation to comply, the distance to",the relevant location shall be indicated on a supplementary,sign. 3 Other supplementary signs shall contain only general restrictions on the orders,or prohibitions or general exceptions to them. 4 The special supplementary signs to,"signs 283 , 286 , 277 , 290.1 and 290.2 may specify something different, for example",extend the scope of application.,42 Directional signs,(1) 1 Directional signs provide special instructions to facilitate traffic. 2 They may also,contain instructions or prohibitions.,(2) Anyone taking part in traffic must comply with the orders or prohibitions indicated by,directional signs in accordance with Annex 3 .,"(3) 1 Subject to sentence 2, directional signs shall be located where or from where the","order is to be complied with. 2 Where, for reasons of ease or safety of traffic, the signs","are located at a specific distance from the point where the obligation to comply begins,",the distance to the relevant point shall be indicated on a supplementary sign.,43 Traffic facilities,"(1) 1 Traffic facilities include barriers, bollards, barrier devices, and guidance devices,","which, except for guide posts, guide bumps, and guide curbs, are striped red and",white. 2 Guide bumps and guide curbs serve as temporary markings and are,"yellow. 3 Traffic facilities also include barrier railings, parking meters, ticket machines,","flashing lights and traffic signal systems, and traffic control systems. 4 Section 39 (1)",applies accordingly.,(2) Regulations by traffic facilities take precedence over general traffic rules.,,,,,,,,,,46,road_traffic_rules.pdf
